,id,movie,production_budget,domestic_gross,worldwide_gross,overall_profitability,start_year,genres
1839,40,Big Daddy,30000000,163479795,228641283,198641283,2017,['Drama']
1841,42,The Vow,30000000,125014030,197618160,167618160,2012,"['Drama', 'Romance']"
1842,43,Speed,30000000,121248145,283200000,253200000,2015,['Drama']
1844,45,Lee Daniels' The Butler,30000000,116632095,177025498,147025498,2013,"['Biography', 'Drama']"
1848,49,The Addams Family,30000000,113502246,191502246,161502246,2019,"['Animation', 'Comedy', 'Family']"
1856,57,Sisters,30000000,87044645,106030660,76030660,2015,['Comedy']
1860,61,The Notebook,30000000,81001787,116025023,86025023,2013,"['Drama', 'War']"
1868,69,Looper,30000000,66486205,170466405,140466405,2012,"['Action', 'Crime', 'Drama']"
1869,70,Warm Bodies,30000000,66380662,115121608,85121608,2013,"['Comedy', 'Horror', 'Romance']"
1871,72,The Nut Job,30000000,64251538,122529966,92529966,2014,"['Adventure', 'Animation', 'Comedy']"
1872,73,Down to Earth,30000000,64172251,71172251,41172251,2015,"['Adventure', 'Documentary']"
1874,75,Hope Springs,30000000,63536011,133085295,103085295,2012,"['Comedy', 'Drama', 'Romance']"
1880,81,Bride Wars,30000000,58715510,115150424,85150424,2015,['Comedy']
1882,83,Midnight in Paris,30000000,56816662,162502774,132502774,2019,"['Comedy', 'Documentary', 'Drama']"
1883,84,Darkest Hour,30000000,56443120,150807172,120807172,2017,"['Biography', 'Drama', 'History']"
1887,88,Life of the Party,30000000,53059911,65759911,35759911,2017,"['Comedy', 'Drama']"
1888,89,Letters to Juliet,30000000,53032453,82148538,52148538,2010,"['Adventure', 'Comedy', 'Drama']"
1890,91,Message in a Bottle,30000000,52880016,52880016,22880016,2017,['Adventure']
1891,92,Southpaw,30000000,52421953,94156456,64156456,2015,"['Drama', 'Sport']"
1893,94,Atomic Blonde,30000000,51573925,98345423,68345423,2017,"['Action', 'Mystery', 'Thriller']"
1899,100,Sicario,30000000,46889293,84393749,54393749,2015,"['Action', 'Crime', 'Drama']"
1902,3,Den of Thieves,30000000,44947622,80131391,50131391,2018,"['Action', 'Crime', 'Drama']"
1903,4,The Three Stooges,30000000,44338224,54052249,24052249,2012,"['Comedy', 'Family']"
1905,6,John Wick,30000000,43037835,76235001,46235001,2014,"['Action', 'Crime', 'Thriller']"
1907,8,The Age of Adaline,30000000,42629776,68984536,38984536,2015,"['Drama', 'Fantasy', 'Romance']"
1908,9,Step Up 3D,30000000,42400223,165889117,135889117,2010,"['Drama', 'Music', 'Romance']"
1910,11,The Cabin in the Woods,30000000,42073277,70689968,40689968,2011,['Horror']
1913,14,Hanna,30000000,40259119,65343694,35343694,2011,"['Action', 'Drama', 'Thriller']"
1918,19,Midnight Run,30000000,38413606,81613606,51613606,2016,['Mystery']
1921,22,The Family,30000000,36918811,51078541,21078541,2011,"['Horror', 'Thriller']"
1922,23,The 15:17 to Paris,30000000,36276286,56096200,26096200,2018,"['Biography', 'Drama', 'Thriller']"
1924,25,Larry Crowne,30000000,35608245,61449135,31449135,2011,"['Comedy', 'Drama', 'Romance']"
1925,26,Carrie,30000000,35266619,82409520,52409520,2013,"['Drama', 'Horror']"
1927,28,Death Wish,30000000,34017028,48575965,18575965,2018,"['Action', 'Crime', 'Drama']"
1929,30,Entourage,30000000,32363404,46438538,16438538,2015,['Comedy']
1931,32,Side Effects,30000000,32172757,66742138,36742138,2013,"['Crime', 'Drama', 'Mystery']"
1932,33,9,30000000,31749894,48559999,18559999,2016,['Comedy']
1933,34,Deliver Us from Evil,30000000,30577122,87956618,57956618,2014,"['Horror', 'Mystery', 'Thriller']"
1934,35,Get on Up,30000000,30569935,33339868,3339868,2014,"['Biography', 'Drama', 'Music']"
1936,37,The Five-Year Engagement,30000000,28700285,61623819,31623819,2012,"['Comedy', 'Romance']"
1938,39,Winnie the Pooh,30000000,26692846,50145607,20145607,2011,"['Adventure', 'Animation', 'Comedy']"
1941,42,White Boy Rick,30000000,24004833,25947983,-4052017,2018,"['Crime', 'Drama']"
1942,43,Virtuosity,30000000,23998226,23998226,-6001774,2014,"['Biography', 'Documentary', 'Music']"
1944,45,Sanctum,30000000,23209310,108957098,78957098,2011,"['Adventure', 'Drama', 'Thriller']"
1946,47,Ballerina,30000000,21858070,96892829,66892829,2012,"['Biography', 'Documentary']"
1948,49,The Next Three Days,30000000,21148651,67255916,37255916,2010,"['Action', 'Crime', 'Drama']"
1949,50,Proud Mary,30000000,20868638,21709539,-8290461,2018,"['Action', 'Crime', 'Drama']"
1952,53,Runner Runner,30000000,19316646,60512680,30512680,2013,"['Crime', 'Thriller']"
1954,55,Baahubali 2: The Conclusion,30000000,18985794,263502914,233502914,2017,"['Action', 'Drama']"
1957,58,Fright Night,30000000,18298649,40520649,10520649,2011,"['Comedy', 'Horror']"
1959,60,Steve Jobs,30000000,17766658,35579007,5579007,2015,"['Biography', 'Drama']"
1967,68,The Cave,30000000,15007991,27147991,-2852009,2017,"['Adventure', 'Animation', 'Documentary']"
1968,69,Godsend,30000000,14334645,16910708,-13089292,2013,['Drama']
1971,72,The New World,30000000,12712093,26184400,-3815600,2011,['Documentary']
1973,74,The Last Stand,30000000,12050299,48330757,18330757,2013,"['Action', 'Thriller']"
1977,78,Dead Man Down,30000000,10895295,19599974,-10400026,2013,"['Action', 'Crime', 'Drama']"
1981,82,The Lost City of Z,30000000,8574339,17121823,-12878177,2016,"['Adventure', 'Biography', 'Drama']"
1983,84,The Space Between Us,30000000,7885294,16481405,-13518595,2017,"['Adventure', 'Drama', 'Romance']"
1985,86,Barney's Version,30000000,7502560,8845575,-21154425,2010,"['Comedy', 'Drama']"
1986,87,Trapped,30000000,6916869,6916869,-23083131,2011,['Drama']
1987,88,Kin,30000000,5718096,10096821,-19903179,2012,"['Drama', 'Music']"
1989,90,Stronger,30000000,4211129,8786752,-21213248,2017,"['Biography', 'Drama']"
1990,91,Gloria,30000000,4167493,4967493,-25032507,2013,"['Comedy', 'Drama', 'Romance']"
1992,93,The Merchant of Venice,30000000,3765585,18765585,-11234415,2015,['Drama']
1998,99,Machine Gun Preacher,30000000,538690,3721988,-26278012,2011,"['Action', 'Biography', 'Crime']"
1999,100,Bilal: A New Breed of Hero,30000000,490973,648599,-29351401,2015,"['Action', 'Adventure', 'Animation']"
2004,5,Wild Card,30000000,3200,4315789,-25684211,2015,"['Action', 'Crime', 'Drama']"
2005,6,United Passions,30000000,918,168832,-29831168,2014,"['Drama', 'History', 'Sport']"
2007,8,Grace of Monaco,30000000,0,25199891,-4800109,2014,"['Biography', 'Drama', 'Romance']"
2010,11,Space Pirate Captain Harlock,30000000,0,310985,-29689015,2010,"['Animation', 'Sci-Fi']"
2012,13,Collide,29200000,2280004,5466698,-23733302,2010,['Action']
2013,14,Pitch Perfect 2,29000000,184296230,287625468,258625468,2015,"['Comedy', 'Music']"
2015,16,Night School,29000000,77339130,103008792,74008792,2016,['Documentary']
2016,17,The Boss,29000000,63077560,78652207,49652207,2016,['Comedy']
2020,21,Logan Lucky,29000000,27778642,44264271,15264271,2017,"['Comedy', 'Crime', 'Drama']"
2021,22,Florence Foster Jenkins,29000000,27383770,56000339,27000339,2016,"['Biography', 'Comedy', 'Drama']"
2029,30,Unhinged,29000000,0,0,-29000000,2014,['Thriller']
2034,35,Straight Outta Compton,28000000,161197785,202182981,174182981,2015,"['Biography', 'Drama', 'History']"
2035,36,Girls Trip,28000000,115108515,140886353,112886353,2017,"['Comedy', 'Drama']"
2039,40,A Bad Moms Christmas,28000000,72110659,127710550,99710550,2017,"['Adventure', 'Comedy']"
2040,41,Safe Haven,28000000,71399120,94050951,66050951,2013,"['Drama', 'Romance', 'Thriller']"
2041,42,The Big Short,28000000,70259870,133162752,105162752,2015,"['Biography', 'Comedy', 'Drama']"
2042,43,Role Models,28000000,67300955,94500826,66500826,2014,['Documentary']
2043,44,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",28000000,66954149,101379287,73379287,2014,"['Comedy', 'Family']"
2044,45,Miracle,28000000,64378093,64474705,36474705,2019,['Thriller']
2045,46,Last Vegas,28000000,63914167,112914167,84914167,2013,"['Comedy', 'Drama']"
2049,50,Tag,28000000,54730625,77026186,49026186,2015,['Drama']
2051,52,Identity,28000000,52131264,82183683,54183683,2015,['Drama']
2052,53,Serendipity,28000000,50255310,77477297,49477297,2018,['Drama']
2053,54,Kick-Ass,28000000,48071303,97531134,69531134,2010,"['Action', 'Comedy']"
2059,60,30 Minutes or Less,28000000,37053924,40966716,12966716,2011,"['Action', 'Comedy', 'Crime']"
2063,64,3 Days to Kill,28000000,30697999,38959900,10959900,2014,"['Action', 'Drama', 'Thriller']"
2064,65,Kick-Ass 2,28000000,28795985,63129909,35129909,2013,"['Action', 'Comedy', 'Crime']"
2066,67,A Walk Among the Tombstones,28000000,26017685,62108587,34108587,2014,"['Action', 'Crime', 'Drama']"
2067,68,The Spy Next Door,28000000,24307106,46752858,18752858,2010,"['Action', 'Comedy', 'Family']"
2068,69,Brick Mansions,28000000,20396829,73421224,45421224,2014,"['Action', 'Crime']"
2069,70,Just My Luck,28000000,17326650,38159905,10159905,2015,['Comedy']
2070,71,Lost Souls,28000000,16779636,31320293,3320293,2017,"['Action', 'Drama']"
2071,72,American Ultra,28000000,14439985,30295028,2295028,2015,"['Action', 'Comedy', 'Sci-Fi']"
2073,74,Pride and Prejudice and Zombies,28000000,10907291,16638300,-11361700,2016,"['Action', 'Comedy', 'Horror']"
2085,86,Joyful Noise,27500000,30932113,31157914,3657914,2012,"['Comedy', 'Drama', 'Music']"
2089,90,Anonymous,27500000,4463292,15815509,-11684491,2011,"['Drama', 'Thriller']"
2090,91,Limitless,27000000,79249455,155564919,128564919,2011,"['Mystery', 'Sci-Fi', 'Thriller']"
2097,98,Money Monster,27000000,41012075,93466095,66466095,2016,"['Crime', 'Drama', 'Thriller']"
2113,14,Flawless,27000000,4485485,4485485,-22514515,2018,['Drama']
2115,16,What Just Happened,27000000,1090947,2412123,-24587877,2018,['Comedy']
2117,18,The Magic Flute,27000000,0,0,-27000000,2010,['Music']
2127,28,Flatliners,26000000,61308153,61308153,35308153,2017,"['Drama', 'Horror', 'Mystery']"
2129,30,Red Eye,26000000,57891803,96666486,70666486,2017,['Horror']
2132,33,Pain & Gain,26000000,49875291,81275291,55275291,2013,"['Action', 'Comedy', 'Crime']"
2136,37,Legion,26000000,40168080,67647574,41647574,2010,"['Action', 'Fantasy', 'Horror']"
2137,38,Lawless,26000000,37397291,54393687,28393687,2012,"['Crime', 'Drama']"
2140,41,Brothers,26000000,28544157,45043870,19043870,2019,['Documentary']
2141,42,The Best of Me,26000000,26766213,41059418,15059418,2014,"['Drama', 'Romance']"
2143,44,Original Sin,26000000,16521410,16521410,-9478590,2018,['Comedy']
2144,45,The Raven,26000000,16008272,30601801,4601801,2012,"['Crime', 'Mystery', 'Thriller']"
2149,50,The Fifth Estate,26000000,3254172,6154172,-19845828,2013,"['Biography', 'Drama', 'Thriller']"
2151,52,Blood Ties,26000000,42472,2923959,-23076041,2010,['Drama']
2153,54,Viy,26000000,0,34246770,8246770,2014,"['Adventure', 'Fantasy', 'Mystery']"
2154,55,Accidental Love,26000000,0,135436,-25864564,2015,"['Comedy', 'Romance']"
2155,56,The Face of an Angel,26000000,0,0,-26000000,2014,"['Crime', 'Drama']"
2162,63,The Help,25000000,169705587,213120004,188120004,2011,['Drama']
2163,64,Hidden Figures,25000000,169607287,231771716,206771716,2016,"['Biography', 'Drama', 'History']"
2166,67,Ride Along,25000000,134202565,153733800,128733800,2014,"['Action', 'Comedy', 'Crime']"
2167,68,The Bodyguard,25000000,121945720,410899039,385899039,2018,['Drama']
2176,77,Dear John,25000000,80014842,142033509,117033509,2010,"['Drama', 'Romance', 'War']"
2178,79,Parental Guidance,25000000,77267296,120832383,95832383,2012,"['Comedy', 'Family']"
2182,83,Chocolat,25000000,71309760,152500343,127500343,2016,"['Biography', 'Drama']"
2183,84,No Strings Attached,25000000,70662220,149228078,124228078,2011,"['Comedy', 'Romance']"
2184,85,Contraband,25000000,66528000,98406855,73406855,2012,"['Action', 'Crime', 'Drama']"
2186,87,The Lucky One,25000000,60457138,96633833,71633833,2012,"['Drama', 'Romance']"
2191,92,Madea's Big Happy Family,25000000,53345287,54160818,29160818,2011,"['Comedy', 'Drama']"
2194,95,The Grey,25000000,51580136,81249176,56249176,2011,"['Action', 'Adventure', 'Drama']"
2195,96,Hide and Seek,25000000,51100486,123696741,98696741,2013,"['Action', 'Horror', 'Mystery']"
2196,97,Cobra,25000000,49042224,49042224,24042224,2019,['Drama']
2201,2,The Giver,25000000,45090374,66540205,41540205,2014,"['Drama', 'Romance', 'Sci-Fi']"
2205,6,The Night Before,25000000,43035725,52427346,27427346,2015,"['Adventure', 'Comedy', 'Fantasy']"
2208,9,Money Talks,25000000,41076865,41076865,16076865,2016,['Crime']
2214,15,August: Osage County,25000000,37738810,50738810,25738810,2013,"['Comedy', 'Drama']"
2216,17,Million Dollar Arm,25000000,36447959,39217912,14217912,2014,"['Biography', 'Drama', 'Sport']"
2220,21,Peppermint,25000000,35418723,51800758,26800758,2018,"['Action', 'Crime', 'Drama']"
2221,22,Good Luck Chuck,25000000,35017297,59183821,34183821,2016,['Comedy']
2224,25,The Gambler,25000000,33680992,38718031,13718031,2015,['Drama']
2228,29,Fist Fight,25000000,32187017,40286416,15286416,2017,['Comedy']
2231,32,The Sitter,25000000,30542576,38749404,13749404,2011,['Comedy']
2232,33,Elizabeth,25000000,30082699,82150642,57150642,2013,"['Biography', 'Documentary', 'Drama']"
2235,36,Draft Day,25000000,28842237,29847480,4847480,2014,"['Drama', 'Sport']"
2237,38,Rings,25000000,27793018,82917283,57917283,2017,"['Drama', 'Horror', 'Mystery']"
2242,43,Don't Be Afraid of the Dark,25000000,24046682,39126427,14126427,2010,"['Fantasy', 'Horror', 'Thriller']"
2243,44,The Losers,25000000,23591432,29863840,4863840,2010,"['Action', 'Adventure', 'Crime']"
2244,45,Fighting,25000000,23091010,32831707,7831707,2014,"['Action', 'Romance', 'Sport']"
2245,46,War,25000000,22486409,40686409,15686409,2014,['Drama']
2249,50,The Eagle,25000000,19490041,38993548,13993548,2011,"['Action', 'Adventure', 'Drama']"
2251,52,Shark Night 3D,25000000,18877153,18877153,-6122847,2011,"['Horror', 'Thriller']"
2255,56,Father Figures,25000000,17501244,21038441,-3961559,2017,"['Adventure', 'Comedy', 'Drama']"
2257,58,The Counselor,25000000,16973715,71009334,46009334,2013,"['Crime', 'Drama', 'Thriller']"
2259,60,Mary Queen of Scots,25000000,16468499,46734733,21734733,2013,"['Biography', 'Drama', 'History']"
2262,63,Legend,25000000,15502112,23506237,-1493763,2013,['Horror']
2265,66,The Box,25000000,15051977,34356760,9356760,2011,['Drama']
2267,68,My Soul to Take,25000000,14744435,16727470,-8272530,2010,"['Horror', 'Mystery', 'Thriller']"
2273,74,Warrior,25000000,13657115,24215385,-784615,2011,"['Drama', 'Sport']"
2275,76,Battle of the Sexes,25000000,12638526,18445379,-6554621,2017,"['Biography', 'Comedy', 'Drama']"
2276,77,Cirque du Soleil: Worlds Away,25000000,12512862,28012862,3012862,2012,['Fantasy']
2277,78,The 33,25000000,12227722,28400715,3400715,2015,"['Biography', 'Drama', 'History']"
2279,80,The Conspirator,25000000,11538204,15907411,-9092589,2010,"['Crime', 'Drama', 'History']"
2287,88,Straw Dogs,25000000,10324441,11253821,-13746179,2011,"['Action', 'Drama', 'Thriller']"
2289,90,Possession,25000000,10103647,14805812,-10194188,2012,"['Drama', 'Mystery']"
2293,94,The Road,25000000,8114270,29206732,4206732,2010,['Documentary']
2294,95,Beautiful Boy,25000000,7634767,13031424,-11968576,2018,"['Biography', 'Drama']"
2295,96,The Hoax,25000000,7164995,7164995,-17835005,2015,"['Crime', 'Documentary', 'Drama']"
2296,97,Captive State,25000000,5958315,8993300,-16006700,2019,"['Sci-Fi', 'Thriller']"
2304,5,Blindness,25000000,3073392,20052958,-4947042,2016,['Drama']
2305,6,Sgt. Stubby: An American Hero,25000000,3054285,3645957,-21354043,2018,"['Adventure', 'Animation', 'Family']"
2306,7,Carnage,25000000,2546747,38112154,13112154,2011,"['Comedy', 'Drama']"
2307,8,Tulip Fever,25000000,2455635,6792768,-18207232,2017,"['Drama', 'History', 'Romance']"
2311,12,Jane Got a Gun,25000000,1513793,3771345,-21228655,2015,"['Action', 'Drama', 'Western']"
2314,15,Where the Truth Lies,25000000,872142,1415656,-23584344,2011,['Drama']
2315,16,Without Limits,25000000,780326,780326,-24219674,2018,['Sport']
2316,17,On the Road,25000000,720828,9313302,-15686698,2012,"['Adventure', 'Drama', 'Romance']"
2318,19,Love Ranch,25000000,137885,146149,-24853851,2010,"['Biography', 'Comedy', 'Drama']"
2324,25,Ironclad,25000000,0,5297411,-19702589,2011,"['Action', 'Adventure', 'Drama']"
2325,26,The Professor and the Madman,25000000,0,5227233,-19772767,2019,"['Biography', 'Drama', 'Mystery']"
2326,27,Red Sky,25000000,0,91116,-24908884,2011,"['Drama', 'Romance']"
2328,29,The Adventurer: The Curse of the Midas Box,25000000,0,0,-25000000,2013,"['Adventure', 'Family', 'Fantasy']"
2329,30,Reagan,25000000,0,0,-25000000,2011,"['Biography', 'Documentary']"
2330,31,Dangerous Liaisons,24200000,17000,10447579,-13752421,2012,"['Drama', 'Mystery', 'Romance']"
2335,36,Think Like a Man Too,24000000,65028687,70027933,46027933,2014,"['Comedy', 'Romance']"
2336,37,Fences,24000000,57682904,64282881,40282881,2016,['Drama']
2338,39,Footloose,24000000,51802742,62989834,38989834,2011,"['Comedy', 'Drama', 'Music']"
2339,40,Going in Style,24000000,45018541,78672579,54672579,2017,"['Comedy', 'Crime']"
2343,44,Hitman,24000000,39687694,99135571,75135571,2012,['Action']
2351,52,Piranha 3D,24000000,25003155,83660160,59660160,2010,"['Comedy', 'Horror']"
2352,53,Faster,24000000,23240020,35792945,11792945,2010,"['Action', 'Crime', 'Drama']"
2357,58,I Don't Know How She Does It,24000000,9659074,24474463,474463,2011,"['Comedy', 'Romance']"
2359,60,Dhoom 3,24000000,8031955,11723620,-12276380,2013,"['Action', 'Thriller']"
2360,61,Beyond the Sea,24000000,6144806,8292914,-15707086,2010,['Documentary']
2365,66,Flood,24000000,0,4084232,-19915768,2018,['Documentary']
2370,71,Green Book,23000000,85080171,322034439,299034439,2018,"['Biography', 'Comedy', 'Drama']"
2372,73,The Wedding Ringer,23000000,64460211,80171596,57171596,2015,['Comedy']
2373,74,Final Destination,23000000,53302314,112036870,89036870,2013,['Documentary']
2375,76,The Ides of March,23000000,40962534,77735925,54735925,2011,"['Drama', 'Thriller']"
2377,78,The Hate U Give,23000000,29719483,35067665,12067665,2018,"['Crime', 'Drama']"
2379,80,Her,23000000,25568251,48163815,25163815,2013,"['Drama', 'Romance', 'Sci-Fi']"
2382,83,Haywire,23000000,18942396,36374700,13374700,2011,"['Action', 'Drama', 'Thriller']"
2383,84,Anywhere But Here,23000000,18653615,18653615,-4346385,2016,"['Drama', 'Thriller']"
2385,86,Eddie the Eagle,23000000,15789389,45060480,22060480,2015,"['Biography', 'Comedy', 'Drama']"
2387,88,The Crew,23000000,13019253,13019253,-9980747,2012,['Comedy']
2396,97,Redemption,23000000,36686,13593473,-9406527,2011,"['Adventure', 'Drama', 'Romance']"
2397,98,Rogue,23000000,10452,4673377,-18326623,2017,"['Action', 'Romance', 'Thriller']"
2402,3,Nocturnal Animals,22500000,10663357,32398681,9898681,2016,"['Drama', 'Thriller']"
2403,4,The Water Diviner,22500000,4200117,31054727,8554727,2014,"['Drama', 'History', 'War']"
2404,5,Ghost,22000000,217631306,517600000,495600000,2010,"['Drama', 'Fantasy', 'Mystery']"
2410,11,Son of God,22000000,59700064,70949793,48949793,2010,['Documentary']
2412,13,The Hundred-Foot Journey,22000000,54235441,94270488,72270488,2014,"['Comedy', 'Drama']"
2415,16,The Net,22000000,50621733,110521733,88521733,2016,['Drama']
